Volunteer_ID,Volunteer_Name,Age,Gender,District,Availability,Primary_Skill,Secondary_Skill,Languages_Known,Experience_Years,Past_NGO_Work,Emergency_Contact,Blood_Group,Training_Completed,Notes,NGO_ID,NGO_Name,Category,Address,Contact,Volunteers_Needed,Match_Status,Showed_Up,Volunteer_Hours,Satisfaction_Rating
355,Volunteer_255,26,Male,Solapur,Weekends,Counseling,Photography,"english, marathi",4,Cry Foundation,9992556737,B+,No,Good with kids,45,Green Maharashtra,Animal Welfare,Nashik,9546832086,10,1,1,1,2
356,Volunteer_256,20,Female,Mumbai,Evenings,Fundraising,Driving,"hindi, marathi, english",1,Cry Foundation,9465576058,O+,Yes,Good with kids,29,Helping Hands,Orphanage,Nashik,9474771534,17,1,0,4,5
357,Volunteer_257,24,Female,Solapur,Weekdays,Logistics,Sports Coaching,"english, marathi",2,None,9540878236,A+,No,Experienced nurse,19,Green Maharashtra,Elderly Care,Nashik,9137586138,17,1,0,7,3
358,Volunteer_258,23,Male,Nashik,Flexible,Logistics,Sports Coaching,"marathi, english",2,Cry Foundation,9506832010,O-,No,Experienced nurse,47,Hope Foundation,Child Care,Mumbai,9739132318,18,0,1,5,3
359,Volunteer_259,25,Female,Nagpur,Full-time,Fundraising,Social Media,"marathi, english",2,Childline,9142421220,O+,Yes,Experienced nurse,8,Green Maharashtra,Education,Kolhapur,9936171622,2,1,0,2,3
360,Volunteer_260,44,Male,Pune,Weekends,Event Management,Cooking,"hindi, english",0,Cry Foundation,9028085521,A+,Yes,Handles crowd well,23,Seva Ashram,Education,Satara,9004932206,4,1,1,1,5
361,Volunteer_261,26,Male,Kolhapur,Weekdays,Event Management,Social Media,"hindi, english",3,Helpage India,9722061750,AB+,Yes,Great fundraiser,42,Helping Hands,Elderly Care,Satara,9300885447,19,1,1,6,3
362,Volunteer_262,47,Male,Satara,Evenings,Teaching,Photography,"hindi, english",1,Cry Foundation,9409091069,B+,No,Good with kids,35,Jeevan Jyot,Education,Mumbai,9385600477,11,0,1,5,3
363,Volunteer_263,22,Male,Satara,Weekends,Teaching,Music Therapy,"english, marathi",0,None,9052658737,A+,No,Skilled counselor,31,Seva Ashram,Healthcare,Solapur,9159690041,17,1,0,3,1
364,Volunteer_264,18,Male,Solapur,Evenings,Logistics,Cooking,"english, marathi",3,Cry Foundation,9117985165,B+,No,Handles crowd well,35,Helping Hands,Education,Sangli,9082406646,12,1,0,9,3
365,Volunteer_265,36,Female,Nashik,Full-time,Fundraising,Sports Coaching,"hindi, marathi, english",3,Childline,9659818185,AB+,Yes,Good with kids,32,Solapur Care Home,Orphanage,Sangli,9476168425,2,1,0,3,1
366,Volunteer_266,27,Male,Nagpur,Flexible,IT Support,Social Media,"hindi, english",5,Childline,9537264098,A+,Yes,Great fundraiser,5,Anathalaya,Orphanage,Nashik,9768173649,6,1,1,2,1
367,Volunteer_267,29,Male,Sangli,Weekends,IT Support,Sports Coaching,"marathi, hindi",5,Cry Foundation,9842616290,O-,No,Handles crowd well,16,Helping Hands,Animal Welfare,Sangli,9075025027,9,1,1,5,3
368,Volunteer_268,41,Female,Satara,Weekends,Fundraising,Photography,"hindi, marathi, english",1,Childline,9751120778,O+,Yes,Good with kids,17,Solapur Care Home,Animal Welfare,Solapur,9036317166,5,1,1,9,2
369,Volunteer_269,32,Male,Nagpur,Full-time,Teaching,Photography,"marathi, hindi",1,Childline,9342615742,A+,No,Handles crowd well,32,Hope Foundation,Child Care,Pune,9826236138,9,1,1,8,4
370,Volunteer_270,44,Female,Pune,Weekdays,Logistics,Music Therapy,"english, marathi",1,None,9741501803,AB+,Yes,Good with kids,38,Solapur Care Home,Healthcare,Mumbai,9523139861,8,0,0,6,2
371,Volunteer_271,39,Female,Amravati,Flexible,Logistics,Music Therapy,"hindi, marathi, english",0,Helpage India,9172731851,A+,Yes,Good with kids,32,Hope Foundation,Orphanage,Pune,9010617218,8,1,1,3,3
372,Volunteer_272,49,Female,Nashik,Weekends,Teaching,Driving,"hindi, marathi, english",4,None,9744730434,B+,No,Great fundraiser,20,Helping Hands,Elderly Care,Kolhapur,9803538530,6,1,1,6,3
373,Volunteer_273,49,Male,Mumbai,Flexible,IT Support,Cooking,"marathi, english",1,Red Cross,9216135348,A+,Yes,Skilled counselor,48,Hope Foundation,Environment,Sangli,9983605166,3,1,1,5,2
374,Volunteer_274,41,Male,Nagpur,Weekends,Medical Assistance,Photography,"english, marathi",5,None,9965452710,O-,Yes,Great fundraiser,2,Solapur Care Home,Environment,Amravati,9375590949,5,1,0,1,3
375,Volunteer_275,26,Male,Pune,Flexible,Medical Assistance,Social Media,"english, marathi",4,Cry Foundation,9270185549,A+,Yes,Good with kids,20,Green Maharashtra,Environment,Nashik,9728736928,9,1,1,5,1
376,Volunteer_276,37,Female,Sangli,Evenings,Teaching,Sports Coaching,"hindi, marathi, english",0,Helpage India,9022993847,O+,Yes,Handles crowd well,47,Anathalaya,Animal Welfare,Mumbai,9248681933,7,0,1,7,5
377,Volunteer_277,34,Male,Kolhapur,Weekends,Medical Assistance,First Aid,"english, marathi",4,Cry Foundation,9804648347,A+,Yes,Great fundraiser,18,Seva Ashram,Elderly Care,Nashik,9993757103,4,1,1,9,3
378,Volunteer_278,47,Male,Mumbai,Flexible,Counseling,Music Therapy,"hindi, marathi, english",2,Red Cross,9772972618,B+,No,Skilled counselor,1,Seva Ashram,Education,Sangli,9016668096,7,1,0,1,3
379,Volunteer_279,34,Male,Kolhapur,Weekdays,Fundraising,First Aid,"marathi, english",4,Helpage India,9139460902,A+,Yes,Good with kids,29,Anathalaya,Elderly Care,Nagpur,9427285620,5,1,1,3,2
380,Volunteer_280,43,Female,Sangli,Evenings,Fundraising,Social Media,"hindi, marathi, english",1,Childline,9871333656,O-,No,Great fundraiser,29,Jeevan Jyot,Education,Sangli,9597254384,11,1,0,8,1
381,Volunteer_281,37,Female,Pune,Evenings,Teaching,Music Therapy,"english, marathi",0,None,9959196330,AB+,Yes,Great fundraiser,19,Seva Ashram,Environment,Mumbai,9737563673,15,1,1,6,2
382,Volunteer_282,29,Male,Satara,Weekdays,Event Management,First Aid,"english, marathi",1,Cry Foundation,9584357074,A+,Yes,Great fundraiser,44,Helping Hands,Child Care,Satara,9940512903,2,0,1,5,2
383,Volunteer_283,47,Male,Kolhapur,Flexible,IT Support,Cooking,"hindi, marathi, english",5,Red Cross,9711463471,A+,No,Great fundraiser,40,Jeevan Jyot,Child Care,Mumbai,9785818161,13,1,1,2,3
384,Volunteer_284,24,Male,Mumbai,Full-time,Teaching,Social Media,"hindi, marathi, english",2,Childline,9369706069,O+,No,Handles crowd well,6,Helping Hands,Education,Aurangabad,9333989839,16,1,1,3,1
385,Volunteer_285,19,Male,Solapur,Weekdays,Medical Assistance,Sports Coaching,"hindi, marathi, english",5,None,9664800955,O-,Yes,Skilled counselor,44,Solapur Care Home,Environment,Amravati,9279750537,7,1,1,2,3
386,Volunteer_286,20,Female,Aurangabad,Flexible,IT Support,Cooking,"hindi, english",1,Childline,9743776627,AB+,Yes,Skilled counselor,39,Solapur Care Home,Elderly Care,Sangli,9207108393,8,1,0,1,3
387,Volunteer_287,34,Female,Nagpur,Weekdays,Event Management,Social Media,"english, marathi",1,None,9219797483,B+,No,Good with kids,46,Jeevan Jyot,Child Care,Aurangabad,9791212836,6,0,0,7,3
388,Volunteer_288,22,Female,Satara,Weekdays,Medical Assistance,Driving,"english, marathi",1,Helpage India,9068083167,A+,No,Experienced nurse,8,Jeevan Jyot,Education,Satara,9786299033,7,0,1,3,3
389,Volunteer_289,34,Female,Kolhapur,Weekends,Logistics,Music Therapy,"hindi, english",3,Childline,9987514006,AB+,No,Handles crowd well,24,Jeevan Jyot,Elderly Care,Solapur,9580799195,18,1,1,7,5
390,Volunteer_290,41,Male,Amravati,Flexible,Counseling,Photography,"hindi, marathi, english",2,Childline,9525304972,B+,No,Good with kids,20,Jeevan Jyot,Environment,Solapur,9719513227,7,1,0,7,4
391,Volunteer_291,34,Male,Nagpur,Full-time,Medical Assistance,Sports Coaching,"marathi, english",1,Childline,9595911748,O-,Yes,Good with kids,14,Hope Foundation,Healthcare,Amravati,9097397203,3,1,0,8,1
392,Volunteer_292,44,Male,Solapur,Weekends,Counseling,Cooking,"hindi, marathi, english",1,Helpage India,9020030723,O-,Yes,Great fundraiser,5,Green Maharashtra,Environment,Kolhapur,9859527216,5,1,1,1,5
393,Volunteer_293,34,Female,Sangli,Weekdays,IT Support,Cooking,"hindi, marathi, english",5,Red Cross,9264890331,AB+,Yes,Experienced nurse,41,Jeevan Jyot,Animal Welfare,Amravati,9819283597,1,1,1,5,4
394,Volunteer_294,19,Male,Aurangabad,Weekdays,Counseling,First Aid,"hindi, english",5,None,9859269063,B+,Yes,Experienced nurse,40,Green Maharashtra,Environment,Amravati,9571125410,15,1,1,9,4
395,Volunteer_295,19,Female,Pune,Weekdays,IT Support,Music Therapy,"english, marathi",1,Childline,9676061704,O-,Yes,Handles crowd well,34,Jeevan Jyot,Elderly Care,Amravati,9931867932,3,0,0,7,4
396,Volunteer_296,45,Female,Solapur,Flexible,IT Support,Photography,"hindi, marathi, english",0,Helpage India,9879263352,AB+,No,Experienced nurse,16,Solapur Care Home,Elderly Care,Amravati,9893401867,8,1,1,1,5
397,Volunteer_297,39,Male,Solapur,Flexible,IT Support,Social Media,"english, marathi",3,Red Cross,9285693346,O-,No,Good with kids,45,Helping Hands,Orphanage,Amravati,9978396787,9,1,1,8,1
398,Volunteer_298,40,Male,Sangli,Weekends,IT Support,Photography,"marathi, hindi",5,None,9240201828,O-,No,Experienced nurse,7,Green Maharashtra,Orphanage,Pune,9508792913,15,0,1,3,2
399,Volunteer_299,22,Male,Nashik,Full-time,IT Support,Music Therapy,"english, marathi",0,Helpage India,9642282132,O-,Yes,Experienced nurse,16,Solapur Care Home,Elderly Care,Satara,9856202283,10,1,1,4,4
400,Volunteer_300,49,Female,Sangli,Weekends,Medical Assistance,Music Therapy,"marathi, english",3,None,9610664377,O+,No,Skilled counselor,7,Seva Ashram,Elderly Care,Mumbai,9573218497,2,1,0,4,2
401,Volunteer_301,18,Male,Nashik,Evenings,IT Support,Driving,"marathi, english",1,Childline,9226014865,B+,Yes,Good with kids,27,Hope Foundation,Healthcare,Sangli,9753471233,5,1,1,8,2
402,Volunteer_302,18,Female,Nashik,Weekdays,Medical Assistance,Driving,"hindi, marathi, english",2,Red Cross,9226885472,AB+,Yes,Experienced nurse,14,Hope Foundation,Healthcare,Aurangabad,9272358330,19,0,0,1,3
403,Volunteer_303,36,Male,Satara,Weekdays,IT Support,Photography,"english, marathi",4,Helpage India,9901864391,AB+,Yes,Experienced nurse,14,Helping Hands,Environment,Amravati,9023599376,13,1,0,8,2
404,Volunteer_304,47,Female,Satara,Weekdays,Counseling,Social Media,"hindi, marathi, english",4,Red Cross,9540483826,B+,No,Great fundraiser,44,Jeevan Jyot,Animal Welfare,Kolhapur,9560867721,11,0,1,9,3
405,Volunteer_305,19,Female,Mumbai,Weekends,Logistics,Photography,"hindi, english",1,Childline,9126012144,B+,Yes,Experienced nurse,33,Solapur Care Home,Child Care,Nashik,9451278609,1,0,1,9,1
406,Volunteer_306,38,Male,Kolhapur,Weekends,IT Support,Music Therapy,"marathi, english",5,Red Cross,9234115583,B+,Yes,Experienced nurse,33,Seva Ashram,Animal Welfare,Sangli,9079663893,15,1,1,5,1
407,Volunteer_307,29,Female,Kolhapur,Weekdays,Event Management,Music Therapy,"hindi, marathi, english",0,Red Cross,9512781136,B+,No,Skilled counselor,44,Solapur Care Home,Healthcare,Nashik,9810156626,18,1,1,4,3
408,Volunteer_308,43,Female,Pune,Weekends,IT Support,First Aid,"hindi, english",2,Cry Foundation,9371255850,A+,Yes,Good with kids,20,Jeevan Jyot,Environment,Aurangabad,9965097529,16,1,0,4,1
409,Volunteer_309,49,Male,Kolhapur,Flexible,IT Support,Driving,"hindi, marathi, english",3,Red Cross,9685218910,AB+,No,Handles crowd well,47,Jeevan Jyot,Animal Welfare,Aurangabad,9138840628,9,1,1,9,4
410,Volunteer_310,23,Female,Satara,Flexible,Counseling,First Aid,"english, marathi",1,None,9051276001,A+,Yes,Good with kids,36,Anathalaya,Education,Sangli,9428519424,1,1,0,8,1
411,Volunteer_311,49,Male,Mumbai,Weekends,Fundraising,Sports Coaching,"english, marathi",2,Helpage India,9582223365,O-,No,Great fundraiser,7,Solapur Care Home,Orphanage,Kolhapur,9994007255,11,1,1,7,3
412,Volunteer_312,40,Female,Mumbai,Weekdays,Counseling,Music Therapy,"english, marathi",2,Cry Foundation,9115996885,O-,Yes,Good with kids,32,Helping Hands,Animal Welfare,Pune,9271973692,9,1,0,3,4
413,Volunteer_313,21,Male,Nashik,Weekends,Event Management,First Aid,"english, marathi",5,Helpage India,9042994381,AB+,Yes,Experienced nurse,48,Solapur Care Home,Child Care,Solapur,9190676195,11,1,1,4,2
414,Volunteer_314,40,Male,Sangli,Weekends,Fundraising,Photography,"marathi, hindi",3,Helpage India,9264546370,O-,No,Great fundraiser,3,Hope Foundation,Environment,Aurangabad,9421512664,13,1,0,9,2
415,Volunteer_315,28,Female,Pune,Weekends,Teaching,Driving,"hindi, english",2,Childline,9568693131,B+,Yes,Good with kids,39,Seva Ashram,Animal Welfare,Kolhapur,9290049507,2,1,1,8,2
416,Volunteer_316,41,Female,Nashik,Evenings,Teaching,Driving,"hindi, english",5,Childline,9733639267,A+,No,Great fundraiser,29,Green Maharashtra,Elderly Care,Aurangabad,9799937277,14,0,1,1,3
417,Volunteer_317,44,Female,Sangli,Flexible,Event Management,Social Media,"english, marathi",0,Cry Foundation,9307858443,B+,Yes,Handles crowd well,24,Helping Hands,Education,Nagpur,9991464734,6,1,1,3,2
418,Volunteer_318,34,Female,Kolhapur,Full-time,Counseling,Photography,"marathi, hindi",5,Childline,9849073388,O-,No,Good with kids,22,Anathalaya,Orphanage,Solapur,9673790462,8,1,1,2,1
419,Volunteer_319,48,Female,Nashik,Full-time,Medical Assistance,Social Media,"english, marathi",0,Childline,9350717761,A+,Yes,Experienced nurse,6,Seva Ashram,Education,Aurangabad,9456353345,18,1,1,2,2
420,Volunteer_320,23,Male,Nagpur,Evenings,Event Management,First Aid,"marathi, hindi",0,Childline,9295568129,B+,Yes,Great fundraiser,48,Seva Ashram,Environment,Kolhapur,9047088530,16,1,1,8,5
421,Volunteer_321,41,Female,Kolhapur,Weekends,Logistics,Cooking,"english, marathi",2,Helpage India,9958023054,AB+,Yes,Skilled counselor,24,Green Maharashtra,Healthcare,Aurangabad,9489178932,12,0,1,6,5
422,Volunteer_322,22,Male,Sangli,Evenings,Fundraising,Sports Coaching,"marathi, english",5,Cry Foundation,9401564054,B+,No,Great fundraiser,40,Hope Foundation,Orphanage,Nashik,9729253835,11,1,1,6,2
423,Volunteer_323,37,Male,Pune,Evenings,Fundraising,Photography,"marathi, english",0,Helpage India,9033295260,O-,No,Skilled counselor,23,Hope Foundation,Education,Sangli,9264789449,6,1,0,4,2
424,Volunteer_324,19,Female,Sangli,Weekdays,IT Support,Photography,"hindi, marathi, english",3,None,9902448976,A+,No,Experienced nurse,38,Hope Foundation,Healthcare,Sangli,9655097950,3,0,0,1,5
425,Volunteer_325,23,Male,Nashik,Flexible,Teaching,Photography,"english, marathi",2,Helpage India,9499640966,AB+,No,Handles crowd well,10,Helping Hands,Child Care,Aurangabad,9481377020,14,1,0,7,2
426,Volunteer_326,39,Male,Nashik,Full-time,Fundraising,Social Media,"hindi, english",5,None,9473057501,A+,No,Skilled counselor,16,Solapur Care Home,Environment,Kolhapur,9837995517,2,1,0,8,4
427,Volunteer_327,28,Male,Solapur,Weekends,Event Management,First Aid,"hindi, marathi, english",5,Red Cross,9945394843,AB+,Yes,Handles crowd well,11,Seva Ashram,Environment,Nashik,9162627733,11,1,1,2,5
428,Volunteer_328,48,Male,Pune,Full-time,Fundraising,Photography,"marathi, english",4,Red Cross,9599216781,A+,Yes,Great fundraiser,32,Solapur Care Home,Orphanage,Pune,9576078870,3,1,0,2,3
429,Volunteer_329,33,Female,Amravati,Full-time,Event Management,Cooking,"english, marathi",5,None,9094411179,O-,Yes,Experienced nurse,45,Solapur Care Home,Education,Pune,9016681715,18,1,0,1,5
430,Volunteer_330,33,Male,Kolhapur,Flexible,Medical Assistance,Photography,"hindi, marathi, english",2,None,9226333648,AB+,Yes,Skilled counselor,6,Hope Foundation,Child Care,Nashik,9544265430,1,1,0,4,1
431,Volunteer_331,18,Female,Mumbai,Full-time,IT Support,Driving,"english, marathi",3,Helpage India,9067413407,O+,Yes,Great fundraiser,24,Solapur Care Home,Elderly Care,Mumbai,9058548622,1,1,1,6,4
432,Volunteer_332,26,Female,Pune,Full-time,Teaching,Sports Coaching,"marathi, english",5,None,9163359725,A+,No,Good with kids,33,Seva Ashram,Orphanage,Kolhapur,9807385218,12,1,1,5,3
433,Volunteer_333,45,Male,Mumbai,Evenings,Fundraising,Driving,"hindi, marathi, english",4,Cry Foundation,9472874309,A+,Yes,Great fundraiser,12,Seva Ashram,Elderly Care,Pune,9082506582,15,1,0,4,2
434,Volunteer_334,44,Female,Pune,Flexible,Event Management,Driving,"marathi, english",2,Red Cross,9202783090,B+,No,Handles crowd well,27,Jeevan Jyot,Orphanage,Mumbai,9312735891,5,1,1,4,1
435,Volunteer_335,23,Female,Pune,Weekdays,Counseling,Sports Coaching,"marathi, hindi",0,Red Cross,9385783127,AB+,Yes,Experienced nurse,38,Anathalaya,Education,Kolhapur,9853037436,6,1,0,7,1
436,Volunteer_336,33,Female,Sangli,Weekends,Teaching,Cooking,"marathi, english",1,None,9582511877,O+,No,Experienced nurse,18,Helping Hands,Child Care,Nashik,9195370092,16,1,1,7,4
437,Volunteer_337,46,Male,Pune,Full-time,Medical Assistance,First Aid,"english, marathi",1,Childline,9029334810,O-,No,Great fundraiser,45,Solapur Care Home,Education,Amravati,9571802151,12,1,1,2,3
438,Volunteer_338,20,Female,Solapur,Weekends,Event Management,Driving,"hindi, english",0,Childline,9625470289,B+,No,Good with kids,39,Helping Hands,Environment,Mumbai,9632536184,12,1,0,7,1
439,Volunteer_339,37,Female,Amravati,Weekdays,Logistics,First Aid,"marathi, english",5,None,9397355863,O+,Yes,Handles crowd well,13,Helping Hands,Elderly Care,Mumbai,9947265830,3,1,1,2,3
440,Volunteer_340,45,Female,Nashik,Weekends,Logistics,Driving,"hindi, english",1,Cry Foundation,9847962340,AB+,Yes,Great fundraiser,40,Helping Hands,Healthcare,Aurangabad,9870007927,2,0,1,4,3
441,Volunteer_341,44,Male,Aurangabad,Weekdays,IT Support,Music Therapy,"marathi, hindi",1,Childline,9433540983,O+,Yes,Great fundraiser,30,Green Maharashtra,Animal Welfare,Satara,9749781447,7,0,1,1,1
442,Volunteer_342,21,Female,Mumbai,Evenings,IT Support,Sports Coaching,"hindi, marathi, english",0,None,9613349655,A+,Yes,Experienced nurse,49,Jeevan Jyot,Environment,Satara,9563488273,2,0,1,5,3
443,Volunteer_343,36,Male,Nashik,Full-time,Medical Assistance,Driving,"hindi, marathi, english",5,Cry Foundation,9854746981,A+,No,Handles crowd well,41,Helping Hands,Environment,Kolhapur,9364224680,7,0,0,1,4
444,Volunteer_344,43,Male,Aurangabad,Weekdays,Medical Assistance,Music Therapy,"hindi, english",5,Cry Foundation,9140641569,B+,No,Good with kids,13,Jeevan Jyot,Elderly Care,Aurangabad,9735261381,11,1,0,4,1
445,Volunteer_345,20,Male,Amravati,Weekends,IT Support,Social Media,"hindi, marathi, english",0,Helpage India,9805225518,AB+,No,Experienced nurse,34,Seva Ashram,Orphanage,Sangli,9229132186,11,0,0,9,4
446,Volunteer_346,48,Male,Amravati,Full-time,Fundraising,Music Therapy,"marathi, english",5,Cry Foundation,9009380814,AB+,No,Great fundraiser,36,Green Maharashtra,Environment,Solapur,9384686051,14,1,0,8,4
447,Volunteer_347,36,Male,Mumbai,Evenings,Fundraising,Photography,"hindi, english",5,Childline,9824321738,O+,Yes,Experienced nurse,30,Solapur Care Home,Animal Welfare,Amravati,9419077262,3,0,0,6,3
448,Volunteer_348,37,Male,Mumbai,Full-time,Event Management,Driving,"english, marathi",2,Childline,9595594453,B+,No,Experienced nurse,25,Jeevan Jyot,Child Care,Solapur,9387635236,14,1,1,8,3
449,Volunteer_349,49,Female,Amravati,Weekdays,Counseling,Music Therapy,"marathi, english",2,None,9669377269,AB+,Yes,Skilled counselor,2,Anathalaya,Environment,Mumbai,9556242617,11,1,0,5,1
450,Volunteer_350,24,Male,Aurangabad,Evenings,Event Management,First Aid,"marathi, english",0,None,9606637079,A+,No,Experienced nurse,36,Helping Hands,Child Care,Nagpur,9824104196,4,0,1,7,2
451,Volunteer_351,37,Female,Pune,Weekends,Counseling,Social Media,"marathi, english",3,Cry Foundation,9732842257,O+,No,Experienced nurse,18,Green Maharashtra,Education,Pune,9348348669,17,1,1,8,1
452,Volunteer_352,26,Female,Kolhapur,Evenings,Medical Assistance,Cooking,"english, marathi",1,Red Cross,9395969067,O-,No,Handles crowd well,5,Anathalaya,Orphanage,Pune,9601139528,16,0,1,7,4
453,Volunteer_353,18,Male,Nagpur,Evenings,Teaching,Driving,"marathi, hindi",2,Helpage India,9402150219,A+,Yes,Experienced nurse,19,Seva Ashram,Child Care,Aurangabad,9025698182,3,1,1,4,3
454,Volunteer_354,25,Female,Nashik,Flexible,Event Management,Photography,"hindi, marathi, english",1,Red Cross,9898962744,B+,Yes,Good with kids,42,Seva Ashram,Environment,Satara,9409470248,10,1,1,5,4
455,Volunteer_355,49,Female,Sangli,Evenings,Event Management,Cooking,"hindi, english",4,Cry Foundation,9880739690,AB+,No,Great fundraiser,18,Hope Foundation,Orphanage,Nagpur,9638409683,15,1,1,6,5
456,Volunteer_356,24,Female,Nashik,Evenings,Counseling,Music Therapy,"marathi, hindi",0,Cry Foundation,9311480987,A+,No,Handles crowd well,32,Helping Hands,Animal Welfare,Aurangabad,9201627657,8,0,1,6,5
457,Volunteer_357,35,Female,Sangli,Full-time,Medical Assistance,Cooking,"hindi, english",3,Red Cross,9476425191,O-,No,Experienced nurse,21,Hope Foundation,Orphanage,Mumbai,9513808829,18,1,1,9,4
458,Volunteer_358,25,Male,Aurangabad,Weekends,Medical Assistance,Cooking,"hindi, marathi, english",4,Helpage India,9873081211,O-,Yes,Good with kids,10,Green Maharashtra,Child Care,Nagpur,9178191257,3,1,1,2,2
459,Volunteer_359,18,Female,Sangli,Full-time,Logistics,Social Media,"english, marathi",4,Red Cross,9005446342,B+,Yes,Great fundraiser,37,Anathalaya,Child Care,Pune,9716008259,7,1,0,6,2
460,Volunteer_360,28,Male,Mumbai,Full-time,Counseling,Cooking,"marathi, english",5,None,9655095702,A+,Yes,Handles crowd well,49,Solapur Care Home,Healthcare,Kolhapur,9427310309,10,1,1,3,1
461,Volunteer_361,45,Female,Kolhapur,Weekdays,Medical Assistance,Cooking,"marathi, english",4,Childline,9618506196,O+,No,Good with kids,22,Hope Foundation,Healthcare,Mumbai,9312512023,9,1,1,2,1
462,Volunteer_362,42,Female,Kolhapur,Full-time,IT Support,Driving,"english, marathi",0,None,9730316449,A+,Yes,Experienced nurse,13,Seva Ashram,Orphanage,Aurangabad,9312518733,14,1,0,6,1
463,Volunteer_363,42,Male,Mumbai,Flexible,Fundraising,Social Media,"marathi, hindi",2,Childline,9093251466,O-,No,Skilled counselor,17,Helping Hands,Elderly Care,Sangli,9424209832,14,0,0,4,3
464,Volunteer_364,35,Female,Solapur,Flexible,Logistics,Photography,"marathi, hindi",0,Cry Foundation,9645340629,B+,Yes,Skilled counselor,9,Anathalaya,Elderly Care,Nashik,9753576128,11,0,1,5,2
465,Volunteer_365,40,Female,Aurangabad,Weekdays,IT Support,Music Therapy,"hindi, english",2,Helpage India,9054416105,B+,No,Handles crowd well,24,Jeevan Jyot,Healthcare,Mumbai,9712606096,1,1,1,5,4
466,Volunteer_366,48,Female,Solapur,Weekends,Teaching,Social Media,"english, marathi",4,Red Cross,9388346530,O+,No,Good with kids,44,Green Maharashtra,Environment,Mumbai,9377383020,4,0,0,3,5
467,Volunteer_367,47,Male,Solapur,Weekends,Event Management,Social Media,"marathi, hindi",4,Helpage India,9074213491,B+,Yes,Great fundraiser,14,Green Maharashtra,Education,Sangli,9237861655,6,0,1,4,2
468,Volunteer_368,27,Female,Nashik,Full-time,Logistics,Sports Coaching,"english, marathi",3,Red Cross,9849787484,B+,No,Good with kids,46,Seva Ashram,Orphanage,Amravati,9786323354,5,0,1,3,2
469,Volunteer_369,20,Male,Amravati,Full-time,Teaching,Social Media,"hindi, marathi, english",2,None,9758772777,B+,No,Skilled counselor,8,Jeevan Jyot,Education,Kolhapur,9753957126,3,1,1,7,2
470,Volunteer_370,24,Female,Nashik,Full-time,Event Management,Sports Coaching,"marathi, english",4,None,9036753179,B+,No,Handles crowd well,37,Green Maharashtra,Healthcare,Sangli,9345827656,2,1,1,1,1
471,Volunteer_371,45,Male,Amravati,Weekends,Fundraising,Music Therapy,"marathi, english",5,Red Cross,9374574801,B+,Yes,Experienced nurse,19,Solapur Care Home,Child Care,Solapur,9539902314,3,1,1,6,3
472,Volunteer_372,33,Male,Nagpur,Evenings,Medical Assistance,Cooking,"marathi, english",1,Helpage India,9281550029,O-,No,Good with kids,28,Helping Hands,Animal Welfare,Solapur,9406089570,9,0,1,4,4
473,Volunteer_373,43,Female,Sangli,Flexible,IT Support,Driving,"english, marathi",3,Red Cross,9653953489,A+,Yes,Skilled counselor,46,Solapur Care Home,Orphanage,Mumbai,9033750393,19,1,0,1,1
474,Volunteer_374,33,Female,Amravati,Evenings,Counseling,Driving,"english, marathi",0,Cry Foundation,9167268059,AB+,Yes,Great fundraiser,41,Green Maharashtra,Healthcare,Amravati,9175509259,19,1,1,1,3
475,Volunteer_375,42,Male,Mumbai,Evenings,IT Support,Music Therapy,"hindi, english",3,None,9220006679,B+,No,Handles crowd well,30,Solapur Care Home,Environment,Pune,9129912148,17,1,1,5,2
476,Volunteer_376,37,Male,Nashik,Weekends,Fundraising,Music Therapy,"marathi, english",1,Cry Foundation,9780762759,AB+,Yes,Experienced nurse,7,Green Maharashtra,Animal Welfare,Amravati,9070854914,18,1,1,5,3
477,Volunteer_377,45,Female,Aurangabad,Evenings,Teaching,First Aid,"hindi, english",2,None,9595937397,AB+,No,Good with kids,26,Helping Hands,Orphanage,Solapur,9876541262,11,1,1,7,1
478,Volunteer_378,34,Male,Sangli,Weekdays,Counseling,Cooking,"marathi, english",0,None,9529648876,O-,Yes,Great fundraiser,40,Helping Hands,Orphanage,Amravati,9053837908,12,1,0,4,2
479,Volunteer_379,19,Female,Nagpur,Full-time,Medical Assistance,Music Therapy,"hindi, english",0,Childline,9826841396,B+,No,Experienced nurse,46,Jeevan Jyot,Elderly Care,Amravati,9043447817,3,0,1,9,1
480,Volunteer_380,18,Female,Amravati,Weekdays,Fundraising,Social Media,"hindi, english",2,Cry Foundation,9648412615,AB+,Yes,Skilled counselor,46,Solapur Care Home,Child Care,Kolhapur,9029263648,18,0,0,4,4
481,Volunteer_381,33,Female,Nagpur,Flexible,Counseling,Driving,"hindi, marathi, english",3,Cry Foundation,9432545242,B+,No,Skilled counselor,11,Anathalaya,Orphanage,Mumbai,9824225581,6,0,0,7,2
482,Volunteer_382,47,Female,Aurangabad,Full-time,Fundraising,Photography,"hindi, english",4,Childline,9780220515,O+,No,Great fundraiser,14,Jeevan Jyot,Child Care,Kolhapur,9842939962,7,1,0,5,3
483,Volunteer_383,29,Male,Solapur,Evenings,Fundraising,Driving,"english, marathi",3,Helpage India,9098097412,O+,No,Skilled counselor,21,Helping Hands,Healthcare,Pune,9129229107,1,0,0,5,1
